name,path,hue,color_bucket,flat,silhouette_cluster,species,body_plan,type1
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/008-383Groudon_XY_anime.png,1.0,red,[0 0 0 ... 0 0 0],4,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/007-383Groudon_AG_anime.png,179.0,pink,[0 0 0 ... 0 0 0],5,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/004-383Groudon_Dream_2.png,175.0,pink,[0 0 0 ... 0 0 0],4,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/006-383Groudon_Primal_Dream.png,170.0,pink,[0 0 0 ... 0 0 0],5,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/058-383Groudon_Primal_Dream_2.png,170.0,pink,[0 0 0 ... 0 0 0],3,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/005-383Groudon_Dream.png,172.0,pink,[0 0 0 ... 0 0 0],4,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/002-383Groudon-Primal.png,175.0,pink,[0 0 0 ... 0 0 0],5,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/009-383Groudon-Primal_XY_anime_2.png,16.0,orange,[0 0 0 ... 0 0 0],3,Continent Pokémon,bipedal,GROUND
GROUDON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Groudon/001-383Groudon-Primal_2.png,20.0,orange,[0 0 0 ... 0 0 0],3,Continent Pokémon,bipedal,GROUND
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/006-150Mewtwo_Dream_3.png,142.0,purple,[0 0 0 ... 0 0 0],1,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/001-150Mewtwo_RG.png,174.0,pink,[0 0 0 ... 0 0 0],1,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/009-150Mewtwo_AG_anime.png,158.0,purple,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/093-150Mewtwo_PSMD.png,157.0,purple,[0 0 0 ... 0 0 0],5,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/005-150Mewtwo_Dream_2.png,143.0,purple,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/011-150Mewtwo_BW_anime_3.png,162.0,pink,[0 0 0 ... 0 0 0],1,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/010-150Mewtwo_BW_anime_2.png,162.0,pink,[0 0 0 ... 0 0 0],1,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/000-150Mewtwo_RB.png,127.0,blue,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/012-150Mewtwo_BW_anime.png,162.0,pink,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/004-150Mewtwo.png,149.0,purple,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/007-150Mewtwo_Dream.png,142.0,purple,[0 0 0 ... 0 0 0],6,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/014-150Mewtwo_OS_anime.png,148.0,purple,[0 0 0 ... 0 0 0],1,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/092-150Mewtwo_PMD_Explorers.png,15.0,orange,[0 0 0 ... 0 0 0],3,Genetic Pokémon,bipedal,PSYCHIC
MEWTWO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mewtwo/013-150Mewtwo_OS_anime_2.png,146.0,purple,[0 0 0 ... 0 0 0],0,Genetic Pokémon,bipedal,PSYCHIC
SANDYGAST,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Sandygast/008-769Sandygast_Dream.png,26.0,yellow,[0 0 0 ... 0 0 0],3,Sand Heap Pokémon,bipedal,GHOST
SANDYGAST,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Sandygast/000-769Sandygast.png,19.0,orange,[0 0 0 ... 0 0 0],3,Sand Heap Pokémon,bipedal,GHOST
SANDYGAST,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Sandygast/015-HOME769.png,0.0,red,[0 0 0 ... 0 0 0],3,Sand Heap Pokémon,bipedal,GHOST
SANDYGAST,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Sandygast/001-769Sandygast_SM_anime.png,179.0,pink,[255 255 255 ... 255 255 255],2,Sand Heap Pokémon,bipedal,GHOST
RESHIRAM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Reshiram/029-643Reshiram_Dream.png,100.0,blue,[0 0 0 ... 0 0 0],1,Vast White Pokémon,bipedal,DRAGON
RESHIRAM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Reshiram/182-HOME643.png,107.0,blue,[0 0 0 ... 0 0 0],6,Vast White Pokémon,bipedal,DRAGON
RESHIRAM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Reshiram/001-643Reshiram.png,111.0,blue,[0 0 0 ... 0 0 0],6,Vast White Pokémon,bipedal,DRAGON
RESHIRAM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Reshiram/002-643Reshiram_BW_anime.png,100.0,blue,[0 0 0 ... 0 0 0],0,Vast White Pokémon,bipedal,DRAGON
RESHIRAM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Reshiram/000-643Reshiram-Activated.png,110.0,blue,[0 0 0 ... 0 0 0],6,Vast White Pokémon,bipedal,DRAGON
CINCCINO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cinccino/019-573Cinccino_Dream.png,171.0,pink,[0 0 0 ... 0 0 0],0,Scarf Pokémon,bipedal,NORMAL
CINCCINO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cinccino/001-573Cinnccino_BW_anime.png,179.0,pink,[0 0 0 ... 0 0 0],0,Scarf Pokémon,bipedal,NORMAL
CINCCINO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cinccino/000-573Cinccino.png,167.0,pink,[0 0 0 ... 0 0 0],0,Scarf Pokémon,bipedal,NORMAL
CINCCINO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cinccino/056-HOME573.png,173.0,pink,[0 0 0 ... 0 0 0],6,Scarf Pokémon,bipedal,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/000-085Dodrio_RB.png,11.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/004-085Dodrio_OS_anime_2.png,15.0,orange,[ 0  0  0 ... 42 42 42],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/002-085Dodrio.png,14.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/169-HOME085_f.png,16.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/005-085Dodrio_OS_anime.png,16.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/001-085Dodrio_RG.png,19.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/003-085Dodrio_AG_anime.png,13.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/171-HOME085.png,16.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
DODRIO,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dodrio/082-085Dodrio_Dream.png,16.0,orange,[0 0 0 ... 0 0 0],5,Triple Bird Pokémon,avian,NORMAL
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/000-167Spinarak_GS.png,37.0,green,[0 0 0 ... 0 0 0],5,String Spit Pokémon,bipedal,BUG
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/001-167Spinarak.png,48.0,green,[0 0 0 ... 0 0 0],4,String Spit Pokémon,bipedal,BUG
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/002-167Spinarak_OS_anime_2.png,41.0,green,[0 0 0 ... 0 0 0],5,String Spit Pokémon,bipedal,BUG
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/092-HOME167.png,43.0,green,[0 0 0 ... 0 0 0],3,String Spit Pokémon,bipedal,BUG
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/047-167Spinarak_Dream.png,49.0,green,[0 0 0 ... 0 0 0],4,String Spit Pokémon,bipedal,BUG
SPINARAK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spinarak/003-167Spinarak_OS_anime.png,38.0,green,[0 0 0 ... 0 0 0],4,String Spit Pokémon,bipedal,BUG
TOXAPEX,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Toxapex/019-HOME748.png,121.0,blue,[0 0 0 ... 0 0 0],3,Brutal Star Pokémon,bipedal,POISON
TOXAPEX,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Toxapex/010-748Toxapex_Dream.png,98.0,blue,[0 0 0 ... 0 0 0],5,Brutal Star Pokémon,bipedal,POISON
TOXAPEX,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Toxapex/001-748Toxapex_SM_anime.png,96.0,blue,[0 0 0 ... 0 0 0],6,Brutal Star Pokémon,bipedal,POISON
TOXAPEX,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Toxapex/000-748Toxapex.png,123.0,blue,[0 0 0 ... 0 0 0],3,Brutal Star Pokémon,bipedal,POISON
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/001-083Farfetch%27d_RG.png,16.0,orange,[0 0 0 ... 0 0 0],0,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/007-083Farfetch%27d_XY_anime.png,17.0,orange,[0 0 0 ... 0 0 0],4,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/005-083Farfetch%27d_OS_anime_2.png,28.0,yellow,[0 0 0 ... 0 0 0],1,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/006-083Farfetch%27d_OS_anime.png,11.0,orange,[0 0 0 ... 0 0 0],3,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/063-083Farfetch%27d_PSMD.png,21.0,orange,[0 0 0 ... 0 0 0],4,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/003-083Farfetch%27d.png,23.0,orange,[0 0 0 ... 0 0 0],6,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/174-HOME083.png,13.0,orange,[0 0 0 ... 0 0 0],3,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/004-083Farfetch%27d_AG_anime.png,14.0,orange,[0 0 0 ... 0 0 0],4,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/000-083Farfetch%27d_RB.png,15.0,orange,[0 0 0 ... 0 0 0],0,,bipedal,
FARFETCH'D,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Farfetch'd/062-083Farfetch%27d_Dream.png,10.0,orange,[0 0 0 ... 0 0 0],3,,bipedal,
INTELEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Inteleon/011-HOME818.png,99.0,blue,[0 0 0 ... 0 0 0],5,Secret Agent Pokémon,bipedal,WATER
INTELEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Inteleon/002-818Inteleon.png,30.0,yellow,[0 0 0 ... 0 0 0],5,Secret Agent Pokémon,bipedal,WATER
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/001-115Kangaskhan_RG.png,15.0,orange,[0 0 0 ... 0 0 0],0,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/072-115Kangaskhan_Dream.png,12.0,orange,[0 0 0 ... 0 0 0],1,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/000-115Kangaskhan_RB.png,30.0,yellow,[0 0 0 ... 0 0 0],6,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/006-115Kangaskhan_OS_anime.png,11.0,orange,[0 0 0 ... 0 0 0],1,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/005-115Kangaskhan_OS_anime_2.png,18.0,orange,[0 0 0 ... 0 0 0],3,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/003-115Kangaskhan.png,10.0,orange,[0 0 0 ... 0 0 0],6,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/004-115Kangaskhan_AG_anime.png,11.0,orange,[0 0 0 ... 0 0 0],6,Parent Pokémon,bipedal,NORMAL
KANGASKHAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Kangaskhan/135-HOME115.png,13.0,orange,[0 0 0 ... 0 0 0],6,Parent Pokémon,bipedal,NORMAL
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/003-311Plusle_AG_anime.png,25.0,yellow,[0 0 0 ... 0 0 0],1,Cheering Pokémon,bipedal,ELECTRIC
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/001-311Plusle.png,178.0,pink,[0 0 0 ... 0 0 0],3,Cheering Pokémon,bipedal,ELECTRIC
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/002-311Plusle_Dream.png,25.0,yellow,[0 0 0 ... 0 0 0],1,Cheering Pokémon,bipedal,ELECTRIC
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/000-311Plusle_Channel.png,23.0,orange,[0 0 0 ... 0 0 0],3,Cheering Pokémon,bipedal,ELECTRIC
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/004-311Plusle_XY_anime.png,25.0,yellow,[0 0 0 ... 0 0 0],1,Cheering Pokémon,bipedal,ELECTRIC
PLUSLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Plusle/108-HOME311.png,177.0,pink,[0 0 0 ... 0 0 0],3,Cheering Pokémon,bipedal,ELECTRIC
COFAGRIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cofagrigus/099-HOME563.png,20.0,orange,[0 0 0 ... 0 0 0],5,Coffin Pokémon,bipedal,GHOST
COFAGRIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cofagrigus/000-563Cofagrigus.png,20.0,orange,[0 0 0 ... 0 0 0],5,Coffin Pokémon,bipedal,GHOST
COFAGRIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cofagrigus/018-563Cofagrigus_Dream.png,23.0,orange,[0 0 0 ... 0 0 0],3,Coffin Pokémon,bipedal,GHOST
COFAGRIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Cofagrigus/001-563Cofagrigus_BW_anime.png,21.0,orange,[0 0 0 ... 0 0 0],5,Coffin Pokémon,bipedal,GHOST
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/003-725Litten_Dream.png,100.0,blue,[0 0 0 ... 0 0 0],5,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/000-725Litten_2.png,106.0,blue,[255 255 255 ... 255 255 255],2,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/005-725Litten_SM_anime.png,4.0,red,[0 0 0 ... 0 0 0],5,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/057-HOME725.png,104.0,blue,[0 0 0 ... 0 0 0],5,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/001-725Litten_USUM.png,4.0,red,[0 0 0 ... 0 0 0],5,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/004-725Litten_SM_anime_2.png,3.0,red,[255 255 255 ... 255 255 255],2,Fire Cat Pokémon,quadrupedal,FIRE
LITTEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Litten/002-725Litten.png,108.0,blue,[0 0 0 ... 0 0 0],5,Fire Cat Pokémon,quadrupedal,FIRE
CRABOMINABLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Crabominable/022-HOME740.png,123.0,blue,[0 0 0 ... 0 0 0],3,Woolly Crab Pokémon,aquatic,FIGHTING
CRABOMINABLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Crabominable/001-740Crabominable_SM_anime.png,123.0,blue,[255 255 255 ... 255 255 255],2,Woolly Crab Pokémon,aquatic,FIGHTING
CRABOMINABLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Crabominable/006-740Crabominable_Dream.png,116.0,blue,[0 0 0 ... 0 0 0],4,Woolly Crab Pokémon,aquatic,FIGHTING
CRABOMINABLE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Crabominable/000-740Crabominable.png,126.0,blue,[0 0 0 ... 0 0 0],5,Woolly Crab Pokémon,aquatic,FIGHTING
MISMAGIUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mismagius/000-429Mismagius.png,139.0,purple,[0 0 0 ... 0 0 0],5,Magical Pokémon,bipedal,GHOST
MISMAGIUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mismagius/072-HOME429.png,133.0,purple,[0 0 0 ... 0 0 0],5,Magical Pokémon,bipedal,GHOST
MISMAGIUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mismagius/001-429Mismagius_DP_anime.png,138.0,purple,[0 0 0 ... 0 0 0],5,Magical Pokémon,bipedal,GHOST
MISMAGIUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mismagius/026-429Mismagius_Dream.png,127.0,blue,[0 0 0 ... 0 0 0],5,Magical Pokémon,bipedal,GHOST
DELCATTY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Delcatty/032-301Delcatty_Dream.png,23.0,orange,[0 0 0 ... 0 0 0],3,Prim Pokémon,bipedal,NORMAL
DELCATTY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Delcatty/001-301Delcatty.png,146.0,purple,[0 0 0 ... 0 0 0],3,Prim Pokémon,bipedal,NORMAL
DELCATTY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Delcatty/003-301Delcatty_XY_anime.png,143.0,purple,[0 0 0 ... 0 0 0],1,Prim Pokémon,bipedal,NORMAL
DELCATTY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Delcatty/002-301Delcatty_AG_anime.png,134.0,purple,[0 0 0 ... 0 0 0],1,Prim Pokémon,bipedal,NORMAL
DELCATTY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Delcatty/099-HOME301.png,138.0,purple,[0 0 0 ... 0 0 0],3,Prim Pokémon,bipedal,NORMAL
MUDSDALE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mudsdale/029-HOME750.png,4.0,red,[0 0 0 ... 0 0 0],3,Draft Horse Pokémon,quadrupedal,GROUND
MUDSDALE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mudsdale/010-750Mudsdale_Dream.png,6.0,red,[0 0 0 ... 0 0 0],5,Draft Horse Pokémon,quadrupedal,GROUND
MUDSDALE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mudsdale/001-750Mudsdale_SM_anime.png,1.0,red,[255 255 255 ... 255 255 255],2,Draft Horse Pokémon,quadrupedal,GROUND
MUDSDALE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mudsdale/000-750Mudsdale.png,5.0,red,[0 0 0 ... 0 0 0],5,Draft Horse Pokémon,quadrupedal,GROUND
XURKITREE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Xurkitree/008-796Xurkitree_Dream.png,18.0,orange,[0 0 0 ... 0 0 0],5,Glowing Pokémon,avian,ELECTRIC
XURKITREE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Xurkitree/016-HOME796.png,13.0,orange,[0 0 0 ... 0 0 0],5,Glowing Pokémon,avian,ELECTRIC
XURKITREE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Xurkitree/001-796Xurkitree_SM_anime.png,14.0,orange,[0 0 0 ... 0 0 0],5,Glowing Pokémon,avian,ELECTRIC
XURKITREE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Xurkitree/000-796Xurkitree.png,90.0,blue,[0 0 0 ... 0 0 0],5,Glowing Pokémon,avian,ELECTRIC
ORANGURU,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Oranguru/017-HOME765.png,144.0,purple,[0 0 0 ... 0 0 0],3,Sage Pokémon,bipedal,NORMAL
ORANGURU,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Oranguru/000-765Oranguru.png,53.0,green,[0 0 0 ... 0 0 0],4,Sage Pokémon,bipedal,NORMAL
ORANGURU,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Oranguru/010-765Oranguru_Dream.png,138.0,purple,[0 0 0 ... 0 0 0],1,Sage Pokémon,bipedal,NORMAL
ORANGURU,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Oranguru/001-765Oranguru_SM_anime.png,141.0,purple,[0 0 0 ... 0 0 0],0,Sage Pokémon,bipedal,NORMAL
SPEWPA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spewpa/000-665Spewpa.png,18.0,orange,[0 0 0 ... 0 0 0],1,Scatterdust Pokémon,quadrupedal,BUG
SPEWPA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spewpa/018-HOME665.png,19.0,orange,[0 0 0 ... 0 0 0],3,Scatterdust Pokémon,quadrupedal,BUG
SPEWPA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spewpa/002-665Spewpa_XY_anime.png,24.0,orange,[0 0 0 ... 0 0 0],0,Scatterdust Pokémon,quadrupedal,BUG
SPEWPA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spewpa/001-665Spewpa_XY_anime_2.png,24.0,orange,[0 0 0 ... 0 0 0],0,Scatterdust Pokémon,quadrupedal,BUG
SPEWPA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Spewpa/012-665Spewpa_Dream.png,23.0,orange,[0 0 0 ... 0 0 0],0,Scatterdust Pokémon,quadrupedal,BUG
MARSHTOMP,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Marshtomp/000-259Marshtomp_Channel.png,86.0,blue,[0 0 0 ... 0 0 0],5,Mud Fish Pokémon,aquatic,WATER
